"iteration","estimate"
838,39964.8
839,12489
840,27475.8
841,2497.8
842,12489
843,27475.8
844,7493.4
845,9991.2
846,7493.4
847,2497.8
848,14986.8
849,9991.2
850,4995.6
851,29973.6
852,17484.6
853,9991.2
854,4995.6
855,14986.8
856,9991.2
857,7493.4
858,22480.2
859,24978
860,2497.8
861,14986.8
862,9991.2
863,9991.2
864,12489
865,4995.6
866,17484.6
867,12489
868,14986.8
869,4995.6
870,27475.8
871,9991.2
872,27475.8
873,12489
874,19982.4
875,7493.4
876,2497.8
877,14986.8
878,2497.8
879,9991.2
880,7493.4
881,14986.8
882,7493.4
883,32471.4
884,4995.6
885,14986.8
886,12489
887,7493.4
888,2497.8
889,4995.6
890,4995.6
891,12489
892,14986.8
893,27475.8
894,4995.6
895,2497.8
896,7493.4
897,9991.2
898,22480.2
899,7493.4
900,14986.8
901,7493.4
902,19982.4
903,14986.8
904,14986.8
905,4995.6
906,9991.2
907,14986.8
908,12489
909,9991.2
910,12489
911,19982.4
912,14986.8
913,19982.4
914,9991.2
915,2497.8
916,0
917,12489
918,17484.6
919,2497.8
920,9991.2
921,19982.4
922,4995.6
923,22480.2
924,17484.6
925,12489
926,14986.8
927,9991.2
928,24978
929,7493.4
930,4995.6
931,12489
932,17484.6
933,9991.2
934,7493.4
935,14986.8
936,2497.8
937,9991.2
938,12489
939,27475.8
940,0
941,9991.2
942,2497.8
943,2497.8
944,12489
945,0
946,12489
947,0
948,4995.6
949,9991.2
950,9991.2
951,7493.4
952,37467
953,9991.2
954,2497.8
955,9991.2
956,2497.8
957,9991.2
958,19982.4
959,9991.2
960,2497.8
961,14986.8
962,24978
963,9991.2
964,19982.4
965,14986.8
966,12489
967,7493.4
968,9991.2
969,4995.6
970,2497.8
971,27475.8
972,2497.8
973,14986.8
974,17484.6
975,27475.8
976,17484.6
977,9991.2
978,9991.2
979,7493.4
980,4995.6
981,17484.6
982,9991.2
983,24978
984,17484.6
985,0
986,7493.4
987,12489
988,7493.4
989,7493.4
990,22480.2
991,29973.6
992,4995.6
993,4995.6
994,7493.4
995,7493.4
996,7493.4
997,12489
998,14986.8
999,24978
1000,14986.8
1001,2497.8
1002,9991.2
1003,19982.4
1004,2497.8
1005,7493.4
1006,12489
1007,2497.8
1008,7493.4
1009,0
1010,24978
1011,9991.2
1012,19982.4
1013,4995.6
1014,7493.4
1015,12489
1016,12489
1017,4995.6
1018,7493.4
1019,9991.2
1020,4995.6
1021,0
1022,17484.6
1023,22480.2
1024,27475.8
1025,7493.4
1026,4995.6
1027,17484.6
1028,9991.2
1029,4995.6
1030,12489
1031,7493.4
1032,17484.6
1033,7493.4
1034,22480.2
1035,19982.4
1036,19982.4
1037,2497.8
1038,9991.2
1039,17484.6
1040,12489
1041,14986.8
1042,2497.8
1043,14986.8
1044,9991.2
1045,12489
1046,14986.8
1047,2497.8
1048,17484.6
1049,24978
1050,17484.6
1051,7493.4
1052,0
1053,14986.8
1054,0
1055,17484.6
1056,7493.4
1057,14986.8
1058,7493.4
1059,4995.6
1060,7493.4
1061,44960.4
1062,17484.6
1063,9991.2
1064,7493.4
1065,14986.8
1066,4995.6
1067,24978
1068,2497.8
1069,12489
1070,14986.8
1071,0
1072,4995.6
1073,9991.2
1074,9991.2
1075,12489
1076,9991.2
1077,2497.8
1078,12489
1079,4995.6
1080,2497.8
1081,4995.6
1082,14986.8
1083,29973.6
1084,14986.8
1085,32471.4
1086,19982.4
1087,12489
1088,17484.6
1089,4995.6
1090,12489
1091,9991.2
1092,14986.8
1093,9991.2
1094,2497.8
1095,9991.2
1096,22480.2
1097,14986.8
1098,4995.6
1099,2497.8
1100,4995.6
1101,4995.6
1102,19982.4
1103,4995.6
1104,4995.6
1105,7493.4
1106,22480.2
1107,22480.2
1108,12489
1109,17484.6
1110,12489
1111,4995.6
1112,17484.6
1113,14986.8
1114,22480.2
1115,9991.2
1116,19982.4
1117,4995.6
1118,22480.2
1119,14986.8
1120,12489
1121,2497.8
1122,49956
1123,12489
1124,0
1125,7493.4
1126,27475.8
1127,4995.6
1128,9991.2
1129,4995.6
1130,4995.6
1131,9991.2
1132,22480.2
1133,14986.8
1134,4995.6
1135,4995.6
1136,14986.8
1137,17484.6
1138,14986.8
1139,24978
1140,29973.6
1141,14986.8
1142,9991.2
1143,37467
1144,19982.4
1145,7493.4
1146,7493.4
1147,4995.6
1148,17484.6
1149,24978
1150,4995.6
1151,22480.2
1152,24978
1153,2497.8
1154,12489
1155,29973.6
1156,4995.6
1157,17484.6
1158,7493.4
1159,17484.6
1160,9991.2
1161,4995.6
1162,24978
1163,2497.8
1164,12489
1165,9991.2
1166,14986.8
1167,12489
1168,0
1169,7493.4
1170,7493.4
1171,12489
1172,12489
1173,9991.2
1174,17484.6
1175,17484.6
1176,7493.4
1177,29973.6
1178,34969.2
1179,14986.8
1180,4995.6
1181,17484.6
1182,17484.6
1183,4995.6
1184,2497.8
1185,9991.2
1186,14986.8
1187,12489
1188,9991.2
1189,9991.2
1190,29973.6
1191,9991.2
1192,2497.8
1193,19982.4
1194,2497.8
1195,9991.2
1196,12489
1197,14986.8
1198,17484.6
1199,14986.8
1200,7493.4
1201,2497.8
1202,9991.2
1203,14986.8
1204,9991.2
1205,9991.2
1206,17484.6
1207,12489
1208,19982.4
1209,42462.6
1210,14986.8
1211,4995.6
1212,39964.8
1213,19982.4
1214,9991.2
1215,22480.2
1216,27475.8
1217,9991.2
1218,34969.2
1219,4995.6
1220,7493.4
1221,2497.8
1222,17484.6
1223,22480.2
1224,22480.2
1225,22480.2
1226,9991.2
1227,9991.2
1228,2497.8
1229,2497.8
1230,24978
1231,2497.8
1232,14986.8
1233,12489
1234,0
1235,4995.6
1236,2497.8
1237,34969.2
1238,9991.2
1239,9991.2
1240,9991.2
1241,2497.8
1242,22480.2
1243,34969.2
1244,32471.4
1245,2497.8
1246,2497.8
1247,9991.2
1248,29973.6
1249,14986.8
1250,19982.4
1251,24978
1252,17484.6
1253,12489
1254,9991.2
1255,12489
1256,7493.4
1257,17484.6
1258,17484.6
1259,19982.4
1260,9991.2
1261,19982.4
1262,4995.6
1263,7493.4
1264,14986.8
1265,4995.6
1266,7493.4
1267,14986.8
1268,4995.6
1269,2497.8
1270,0
1271,2497.8
1272,2497.8
1273,24978
1274,17484.6
1275,7493.4
1276,14986.8
1277,7493.4
1278,7493.4
1279,19982.4
1280,12489
1281,9991.2
1282,12489
1283,14986.8
1284,4995.6
1285,12489
1286,14986.8
1287,2497.8
1288,27475.8
1289,9991.2
1290,17484.6
1291,7493.4
1292,14986.8
1293,19982.4
1294,9991.2
1295,14986.8
1296,17484.6
1297,17484.6
1298,19982.4
1299,7493.4
1300,9991.2
1301,7493.4
1302,7493.4
1303,7493.4
1304,27475.8
1305,14986.8
1306,4995.6
1307,0
1308,2497.8
1309,4995.6
1310,7493.4
1311,9991.2
1312,22480.2
1313,9991.2
1314,12489
1315,17484.6
1316,12489
1317,4995.6
1318,29973.6
1319,17484.6
1320,7493.4
1321,0
1322,7493.4
1323,12489
1324,4995.6
1325,14986.8
1326,9991.2
1327,4995.6
1328,12489
1329,27475.8
1330,4995.6
1331,17484.6
1332,9991.2
1333,17484.6
1334,12489
1335,7493.4
1336,32471.4
1337,14986.8
1338,14986.8
1339,2497.8
1340,12489
1341,14986.8
1342,22480.2
1343,7493.4
1344,12489
1345,7493.4
1346,12489
1347,7493.4
1348,9991.2
1349,4995.6
1350,7493.4
1351,7493.4
1352,7493.4
1353,14986.8
1354,7493.4
1355,9991.2
1356,17484.6
1357,2497.8
1358,22480.2
1359,12489
1360,7493.4
1361,9991.2
1362,9991.2
1363,12489
1364,2497.8
1365,14986.8
1366,2497.8
1367,9991.2
1368,12489
1369,22480.2
1370,17484.6
1371,7493.4
1372,7493.4
1373,12489
1374,4995.6
1375,22480.2
1376,17484.6
1377,22480.2
1378,12489
1379,17484.6
1380,14986.8
1381,12489
1382,9991.2
1383,14986.8
1384,17484.6
1385,19982.4
1386,12489
1387,14986.8
1388,9991.2
1389,24978
1390,2497.8
1391,9991.2
1392,2497.8
1393,2497.8
1394,9991.2
1395,17484.6
1396,14986.8
1397,9991.2
1398,4995.6
1399,19982.4
1400,12489
1401,2497.8
1402,9991.2
1403,4995.6
1404,17484.6
1405,29973.6
1406,0
1407,4995.6
1408,12489
1409,7493.4
1410,12489
1411,14986.8
1412,9991.2
1413,17484.6
1414,2497.8
1415,17484.6
1416,9991.2
1417,14986.8
1418,27475.8
1419,4995.6
1420,9991.2
1421,7493.4
1422,4995.6
1423,14986.8
1424,0
1425,27475.8
1426,22480.2
1427,2497.8
1428,7493.4
1429,12489
1430,2497.8
1431,17484.6
1432,24978
1433,17484.6
1434,9991.2
1435,17484.6
1436,2497.8
1437,19982.4
1438,19982.4
1439,2497.8
1440,4995.6
1441,2497.8
1442,7493.4
1443,7493.4
1444,4995.6
1445,4995.6
1446,9991.2
1447,9991.2
1448,7493.4
1449,7493.4
1450,2497.8
1451,27475.8
1452,14986.8
1453,17484.6
1454,12489
1455,4995.6
1456,17484.6
1457,14986.8
1458,17484.6
1459,9991.2
1460,7493.4
1461,7493.4
1462,0
1463,7493.4
1464,9991.2
1465,7493.4
1466,7493.4
1467,27475.8
1468,2497.8
1469,14986.8
1470,27475.8
1471,24978
1472,7493.4
1473,12489
1474,14986.8
1475,9991.2
1476,4995.6
1477,14986.8
1478,29973.6
1479,19982.4
1480,17484.6
1481,12489
1482,17484.6
1483,9991.2
1484,22480.2
1485,24978
1486,24978
1487,12489
1488,17484.6
1489,0
1490,7493.4
1491,0
1492,27475.8
1493,4995.6
1494,19982.4
1495,9991.2
1496,7493.4
1497,7493.4
1498,12489
1499,12489
1500,42462.6
1501,7493.4
1502,4995.6
1503,9991.2
1504,2497.8
1505,9991.2
1506,17484.6
1507,27475.8
1508,0
1509,4995.6
1510,19982.4
1511,9991.2
1512,17484.6
1513,9991.2
1514,7493.4
1515,7493.4
1516,24978
1517,2497.8
1518,7493.4
1519,4995.6
1520,17484.6
1521,9991.2
1522,24978
1523,9991.2
1524,29973.6
1525,2497.8
1526,14986.8
1527,2497.8
1528,29973.6
1529,14986.8
1530,12489
1531,7493.4
1532,9991.2
1533,12489
1534,24978
1535,14986.8
1536,12489
1537,14986.8
1538,7493.4
1539,22480.2
1540,14986.8
1541,2497.8
1542,17484.6
1543,9991.2
1544,2497.8
1545,24978
1546,7493.4
1547,17484.6
1548,17484.6
1549,7493.4
1550,4995.6
1551,24978
1552,7493.4
1553,17484.6
1554,24978
1555,17484.6
1556,12489
1557,19982.4
1558,4995.6
1559,4995.6
1560,22480.2
1561,27475.8
1562,12489
1563,14986.8
1564,4995.6
1565,4995.6
1566,17484.6
1567,9991.2
1568,4995.6
1569,14986.8
1570,19982.4
1571,9991.2
1572,4995.6
1573,9991.2
1574,22480.2
1575,0
1576,17484.6
1577,9991.2
1578,9991.2
1579,9991.2
1580,7493.4
1581,9991.2
1582,9991.2
1583,7493.4
1584,9991.2
1585,24978
1586,14986.8
1587,9991.2
1588,14986.8
1589,14986.8
1590,19982.4
1591,12489
1592,14986.8
1593,9991.2
1594,17484.6
1595,17484.6
1596,7493.4
1597,7493.4
1598,9991.2
1599,12489
1600,12489
1601,4995.6
1602,9991.2
1603,19982.4
1604,9991.2
1605,9991.2
1606,14986.8
1607,12489
1608,2497.8
1609,2497.8
1610,9991.2
1611,12489
1612,14986.8
1613,7493.4
1614,12489
1615,2497.8
1616,7493.4
1617,17484.6
1618,0
1619,17484.6
1620,2497.8
1621,19982.4
1622,2497.8
1623,32471.4
1624,7493.4
1625,17484.6
1626,9991.2
1627,19982.4
1628,4995.6
1629,12489
1630,7493.4
1631,24978
1632,19982.4
1633,0
1634,4995.6
1635,2497.8
1636,9991.2
1637,9991.2
1638,4995.6
1639,7493.4
1640,4995.6
1641,12489
1642,2497.8
1643,7493.4
1644,9991.2
1645,7493.4
1646,2497.8
1647,4995.6
1648,12489
1649,19982.4
1650,17484.6
1651,2497.8
1652,2497.8
1653,2497.8
1654,9991.2
1655,24978
1656,17484.6
1657,9991.2
1658,7493.4
1659,17484.6
1660,9991.2
1661,14986.8
1662,22480.2
1663,29973.6
1664,17484.6
1665,7493.4
1666,24978
1667,4995.6
1668,17484.6
1669,24978
1670,14986.8
1671,19982.4
1672,4995.6
1673,22480.2
1674,7493.4
1675,9991.2
1676,9991.2
1677,2497.8
1678,4995.6
1679,17484.6
1680,2497.8
1681,9991.2
1682,2497.8
1683,22480.2
1684,14986.8
1685,17484.6
1686,12489
1687,27475.8
1688,2497.8
1689,7493.4
1690,7493.4
1691,19982.4
1692,7493.4
1693,9991.2
1694,7493.4
1695,4995.6
1696,37467
1697,14986.8
1698,9991.2
1699,14986.8
1700,12489
1701,27475.8
1702,19982.4
1703,7493.4
1704,14986.8
1705,4995.6
1706,14986.8
1707,19982.4
1708,14986.8
1709,4995.6
1710,9991.2
1711,22480.2
1712,7493.4
1713,22480.2
1714,9991.2
1715,17484.6
1716,14986.8
1717,4995.6
1718,24978
1719,14986.8
1720,17484.6
1721,7493.4
1722,9991.2
1723,9991.2
1724,14986.8
1725,12489
1726,12489
1727,12489
1728,12489
1729,9991.2
1730,22480.2
1731,24978
1732,42462.6
1733,7493.4
1734,12489
1735,17484.6
1736,22480.2
1737,17484.6
1738,19982.4
1739,24978
1740,4995.6
1741,27475.8
1742,4995.6
1743,9991.2
1744,4995.6
1745,4995.6
1746,24978
1747,12489
1748,7493.4
1749,22480.2
1750,7493.4
1751,24978
1752,4995.6
1753,2497.8
1754,4995.6
1755,4995.6
1756,22480.2
1757,4995.6
1758,14986.8
1759,12489
1760,9991.2
1761,7493.4
1762,7493.4
1763,12489
1764,4995.6
1765,12489
1766,17484.6
1767,22480.2
1768,4995.6
1769,12489
1770,19982.4
1771,4995.6
1772,9991.2
1773,12489
1774,2497.8
1775,27475.8
1776,2497.8
1777,4995.6
1778,4995.6
1779,7493.4
1780,19982.4
1781,4995.6
1782,22480.2
1783,17484.6
1784,2497.8
1785,14986.8
1786,7493.4
1787,7493.4
1788,17484.6
1789,2497.8
1790,4995.6
1791,7493.4
1792,4995.6
1793,9991.2
1794,12489
1795,34969.2
1796,4995.6
1797,14986.8
1798,4995.6
1799,2497.8
1800,17484.6
1801,4995.6
1802,32471.4
1803,7493.4
1804,12489
1805,14986.8
1806,9991.2
1807,4995.6
1808,12489
1809,9991.2
1810,24978
1811,4995.6
1812,14986.8
1813,12489
1814,12489
1815,2497.8
1816,4995.6
1817,2497.8
1818,4995.6
1819,24978
1820,24978
1821,7493.4
1822,4995.6
1823,14986.8
1824,12489
1825,4995.6
1826,14986.8
1827,14986.8
1828,17484.6
1829,2497.8
1830,14986.8
1831,27475.8
1832,4995.6
1833,22480.2
1834,4995.6
1835,9991.2
1836,17484.6
1837,9991.2
1838,24978
1839,2497.8
1840,4995.6
1841,14986.8
1842,32471.4
1843,7493.4
1844,4995.6
1845,17484.6
1846,2497.8
1847,12489
1848,24978
1849,12489
1850,9991.2
1851,12489
1852,9991.2
1853,14986.8
1854,0
1855,27475.8
1856,7493.4
1857,4995.6
1858,4995.6
1859,14986.8
1860,4995.6
1861,14986.8
1862,29973.6
1863,14986.8
1864,4995.6
1865,7493.4
1866,9991.2
1867,9991.2
1868,4995.6
1869,14986.8
1870,7493.4
1871,17484.6
1872,37467
1873,7493.4
1874,2497.8
1875,12489
1876,17484.6
1877,9991.2
1878,7493.4
1879,29973.6
1880,9991.2
1881,4995.6
1882,4995.6
1883,14986.8
1884,9991.2
1885,17484.6
1886,9991.2
1887,4995.6
1888,12489
1889,24978
1890,4995.6
1891,2497.8
1892,2497.8
1893,2497.8
1894,9991.2
1895,12489
1896,4995.6
1897,2497.8
1898,14986.8
1899,27475.8
1900,0
1901,19982.4
1902,12489
1903,14986.8
1904,9991.2
1905,14986.8
1906,2497.8
1907,12489
1908,14986.8
1909,4995.6
1910,9991.2
1911,7493.4
1912,19982.4
1913,12489
1914,9991.2
1915,9991.2
1916,17484.6
1917,22480.2
1918,4995.6
1919,22480.2
1920,22480.2
1921,24978
1922,7493.4
1923,9991.2
1924,29973.6
1925,19982.4
1926,12489
1927,22480.2
1928,19982.4
1929,14986.8
1930,14986.8
1931,9991.2
1932,2497.8
1933,27475.8
1934,9991.2
1935,4995.6
1936,12489
1937,4995.6
1938,12489
1939,17484.6
1940,12489
1941,7493.4
1942,9991.2
1943,29973.6
1944,7493.4
1945,7493.4
1946,9991.2
1947,4995.6
1948,4995.6
1949,34969.2
1950,12489
1951,12489
1952,12489
1953,7493.4
1954,19982.4
1955,7493.4
1956,9991.2
1957,12489
1958,7493.4
1959,12489
1960,7493.4
1961,14986.8
1962,7493.4
1963,7493.4
1964,12489
1965,27475.8
1966,12489
1967,19982.4
1968,7493.4
