"iteration","estimate"
5715,12489
5716,4995.6
5717,7493.4
5718,2497.8
5719,17484.6
5720,9991.2
5721,29973.6
5722,7493.4
5723,7493.4
5724,4995.6
5725,0
5726,17484.6
5727,0
5728,4995.6
5729,4995.6
5730,2497.8
5731,14986.8
5732,27475.8
5733,22480.2
5734,12489
5735,12489
5736,7493.4
5737,7493.4
5738,14986.8
5739,19982.4
5740,4995.6
5741,7493.4
5742,7493.4
5743,4995.6
5744,7493.4
5745,22480.2
5746,9991.2
5747,4995.6
5748,24978
5749,0
5750,14986.8
5751,2497.8
5752,19982.4
5753,14986.8
5754,17484.6
5755,19982.4
5756,14986.8
5757,7493.4
5758,47458.2
5759,4995.6
5760,12489
5761,9991.2
5762,12489
5763,19982.4
5764,4995.6
5765,27475.8
5766,17484.6
5767,14986.8
5768,14986.8
5769,12489
5770,29973.6
5771,7493.4
5772,14986.8
5773,2497.8
5774,9991.2
5775,4995.6
5776,12489
5777,19982.4
5778,7493.4
5779,12489
5780,14986.8
5781,7493.4
5782,9991.2
5783,7493.4
5784,4995.6
5785,9991.2
5786,7493.4
5787,7493.4
5788,0
5789,29973.6
5790,14986.8
5791,17484.6
5792,7493.4
5793,7493.4
5794,7493.4
5795,9991.2
5796,2497.8
5797,9991.2
5798,2497.8
5799,4995.6
5800,2497.8
5801,14986.8
5802,4995.6
5803,7493.4
5804,9991.2
5805,14986.8
5806,0
5807,12489
5808,2497.8
5809,4995.6
5810,7493.4
5811,2497.8
5812,27475.8
5813,17484.6
5814,2497.8
5815,9991.2
5816,29973.6
5817,27475.8
5818,9991.2
5819,19982.4
5820,7493.4
5821,7493.4
5822,17484.6
5823,2497.8
5824,17484.6
5825,24978
5826,12489
5827,12489
5828,7493.4
5829,17484.6
5830,9991.2
5831,2497.8
5832,32471.4
5833,14986.8
5834,7493.4
5835,4995.6
5836,12489
5837,4995.6
5838,14986.8
5839,34969.2
5840,19982.4
5841,14986.8
5842,9991.2
5843,12489
5844,9991.2
5845,4995.6
5846,22480.2
5847,32471.4
5848,7493.4
5849,4995.6
5850,4995.6
5851,7493.4
5852,4995.6
5853,14986.8
5854,7493.4
5855,9991.2
5856,4995.6
5857,2497.8
5858,17484.6
5859,17484.6
5860,4995.6
5861,19982.4
5862,9991.2
5863,2497.8
5864,2497.8
5865,17484.6
5866,9991.2
5867,9991.2
5868,14986.8
5869,2497.8
5870,14986.8
5871,22480.2
5872,7493.4
5873,4995.6
5874,22480.2
5875,9991.2
5876,14986.8
5877,22480.2
5878,12489
5879,4995.6
5880,22480.2
5881,19982.4
5882,12489
5883,7493.4
5884,12489
5885,4995.6
5886,12489
5887,7493.4
5888,12489
5889,12489
5890,4995.6
5891,14986.8
5892,7493.4
5893,7493.4
5894,27475.8
5895,12489
5896,4995.6
5897,12489
5898,7493.4
5899,12489
5900,4995.6
5901,12489
5902,9991.2
5903,9991.2
5904,7493.4
5905,9991.2
5906,4995.6
5907,4995.6
5908,4995.6
5909,0
5910,9991.2
5911,12489
5912,7493.4
5913,7493.4
5914,0
5915,4995.6
5916,4995.6
5917,12489
5918,2497.8
5919,14986.8
5920,47458.2
5921,12489
5922,4995.6
5923,4995.6
5924,4995.6
5925,9991.2
5926,4995.6
5927,2497.8
5928,12489
5929,7493.4
5930,19982.4
5931,7493.4
5932,4995.6
5933,9991.2
5934,4995.6
5935,4995.6
5936,4995.6
5937,7493.4
5938,4995.6
5939,14986.8
5940,9991.2
5941,9991.2
5942,14986.8
5943,7493.4
5944,0
5945,22480.2
5946,9991.2
5947,9991.2
5948,4995.6
5949,7493.4
5950,7493.4
5951,12489
5952,17484.6
5953,22480.2
5954,4995.6
5955,4995.6
5956,9991.2
5957,17484.6
5958,24978
5959,22480.2
5960,17484.6
5961,22480.2
5962,17484.6
5963,12489
5964,9991.2
5965,7493.4
5966,4995.6
5967,9991.2
5968,4995.6
5969,7493.4
5970,12489
5971,12489
5972,2497.8
5973,9991.2
5974,2497.8
5975,12489
5976,24978
5977,4995.6
5978,2497.8
5979,17484.6
5980,22480.2
5981,0
5982,12489
5983,4995.6
5984,12489
5985,17484.6
5986,14986.8
5987,12489
5988,2497.8
5989,4995.6
5990,19982.4
5991,7493.4
5992,19982.4
5993,14986.8
5994,12489
5995,29973.6
5996,0
5997,14986.8
5998,17484.6
5999,7493.4
6000,14986.8
6001,4995.6
6002,19982.4
6003,7493.4
6004,14986.8
6005,12489
6006,4995.6
6007,4995.6
6008,14986.8
6009,2497.8
6010,17484.6
6011,12489
6012,14986.8
6013,4995.6
6014,22480.2
6015,4995.6
6016,19982.4
6017,7493.4
6018,12489
6019,4995.6
6020,22480.2
6021,17484.6
6022,2497.8
6023,12489
6024,14986.8
6025,19982.4
6026,17484.6
6027,4995.6
6028,19982.4
6029,12489
6030,14986.8
6031,19982.4
6032,7493.4
6033,17484.6
6034,39964.8
6035,4995.6
6036,9991.2
6037,2497.8
6038,17484.6
6039,9991.2
6040,17484.6
6041,9991.2
6042,19982.4
6043,2497.8
6044,14986.8
6045,9991.2
6046,9991.2
6047,19982.4
6048,22480.2
6049,4995.6
6050,24978
6051,14986.8
6052,17484.6
6053,17484.6
6054,4995.6
6055,22480.2
6056,14986.8
6057,29973.6
6058,19982.4
6059,17484.6
6060,7493.4
6061,32471.4
6062,14986.8
6063,24978
6064,17484.6
6065,7493.4
6066,14986.8
6067,7493.4
6068,14986.8
6069,9991.2
6070,12489
6071,22480.2
6072,4995.6
6073,4995.6
6074,27475.8
6075,9991.2
6076,24978
6077,24978
6078,12489
6079,4995.6
6080,19982.4
6081,4995.6
6082,19982.4
6083,17484.6
6084,19982.4
6085,7493.4
6086,12489
6087,7493.4
6088,4995.6
6089,4995.6
6090,19982.4
6091,7493.4
6092,12489
6093,9991.2
6094,9991.2
6095,7493.4
6096,17484.6
6097,12489
6098,9991.2
6099,19982.4
6100,17484.6
6101,9991.2
6102,9991.2
6103,29973.6
6104,12489
6105,7493.4
6106,2497.8
6107,19982.4
6108,12489
6109,7493.4
6110,14986.8
6111,19982.4
6112,2497.8
6113,7493.4
6114,9991.2
6115,14986.8
6116,7493.4
6117,14986.8
6118,2497.8
6119,0
6120,7493.4
6121,2497.8
6122,12489
6123,7493.4
6124,2497.8
6125,2497.8
6126,12489
6127,9991.2
6128,2497.8
6129,22480.2
6130,4995.6
6131,9991.2
6132,12489
6133,12489
6134,14986.8
6135,14986.8
6136,7493.4
6137,7493.4
6138,14986.8
6139,17484.6
6140,7493.4
6141,9991.2
6142,17484.6
6143,12489
6144,4995.6
6145,29973.6
6146,4995.6
6147,7493.4
6148,4995.6
6149,27475.8
6150,12489
6151,2497.8
6152,7493.4
6153,27475.8
6154,14986.8
6155,19982.4
6156,14986.8
6157,0
6158,2497.8
6159,12489
6160,22480.2
6161,17484.6
6162,37467
6163,4995.6
6164,4995.6
6165,14986.8
6166,14986.8
6167,12489
6168,12489
6169,14986.8
6170,14986.8
6171,2497.8
6172,2497.8
6173,12489
6174,4995.6
6175,14986.8
6176,2497.8
6177,9991.2
6178,12489
6179,4995.6
6180,2497.8
6181,19982.4
6182,4995.6
6183,14986.8
6184,14986.8
6185,17484.6
6186,7493.4
6187,17484.6
6188,14986.8
6189,0
6190,12489
6191,0
6192,7493.4
6193,17484.6
6194,19982.4
6195,9991.2
6196,7493.4
6197,17484.6
6198,0
6199,19982.4
6200,2497.8
6201,4995.6
6202,12489
6203,7493.4
6204,9991.2
6205,2497.8
6206,17484.6
6207,12489
6208,9991.2
6209,19982.4
6210,9991.2
6211,4995.6
6212,4995.6
6213,12489
6214,4995.6
6215,0
6216,12489
6217,12489
6218,9991.2
6219,12489
6220,2497.8
6221,2497.8
6222,12489
6223,4995.6
6224,12489
6225,4995.6
6226,7493.4
6227,2497.8
6228,29973.6
6229,12489
6230,2497.8
6231,4995.6
6232,24978
6233,7493.4
6234,32471.4
6235,7493.4
6236,19982.4
6237,19982.4
6238,7493.4
6239,4995.6
6240,22480.2
6241,19982.4
6242,12489
6243,4995.6
6244,7493.4
6245,7493.4
6246,7493.4
6247,0
6248,17484.6
6249,2497.8
6250,12489
6251,4995.6
6252,14986.8
6253,17484.6
6254,7493.4
6255,9991.2
6256,54951.6
6257,12489
6258,9991.2
6259,7493.4
6260,9991.2
6261,4995.6
6262,0
6263,14986.8
6264,29973.6
6265,17484.6
6266,4995.6
6267,19982.4
6268,12489
6269,14986.8
6270,17484.6
6271,14986.8
6272,12489
6273,17484.6
6274,2497.8
6275,12489
6276,14986.8
6277,2497.8
6278,9991.2
6279,2497.8
6280,9991.2
6281,12489
6282,7493.4
6283,7493.4
6284,2497.8
6285,4995.6
6286,2497.8
6287,9991.2
6288,2497.8
6289,9991.2
6290,9991.2
6291,7493.4
6292,27475.8
6293,4995.6
6294,14986.8
6295,24978
6296,9991.2
6297,4995.6
6298,7493.4
6299,9991.2
6300,7493.4
6301,4995.6
6302,4995.6
6303,14986.8
6304,34969.2
6305,14986.8
6306,12489
6307,12489
6308,12489
6309,9991.2
6310,7493.4
6311,9991.2
6312,32471.4
6313,14986.8
6314,12489
6315,12489
6316,17484.6
6317,14986.8
6318,2497.8
6319,9991.2
6320,0
6321,29973.6
6322,4995.6
6323,12489
6324,2497.8
6325,12489
6326,12489
6327,7493.4
6328,7493.4
6329,7493.4
6330,9991.2
6331,4995.6
6332,17484.6
6333,29973.6
6334,12489
6335,7493.4
6336,24978
6337,12489
6338,19982.4
6339,22480.2
6340,9991.2
6341,17484.6
6342,17484.6
6343,22480.2
6344,24978
6345,7493.4
6346,7493.4
6347,14986.8
6348,24978
6349,14986.8
6350,2497.8
6351,7493.4
6352,22480.2
6353,2497.8
6354,22480.2
6355,19982.4
6356,2497.8
6357,19982.4
6358,2497.8
6359,0
6360,19982.4
6361,9991.2
6362,7493.4
6363,32471.4
6364,7493.4
6365,19982.4
6366,12489
6367,9991.2
6368,12489
6369,9991.2
6370,9991.2
6371,14986.8
6372,9991.2
6373,14986.8
6374,4995.6
6375,7493.4
6376,2497.8
6377,9991.2
6378,9991.2
6379,12489
6380,32471.4
6381,17484.6
6382,14986.8
6383,12489
6384,12489
6385,9991.2
6386,9991.2
6387,22480.2
6388,7493.4
6389,2497.8
6390,7493.4
6391,14986.8
6392,2497.8
6393,0
6394,2497.8
6395,14986.8
6396,9991.2
6397,29973.6
6398,32471.4
6399,17484.6
6400,2497.8
6401,22480.2
6402,12489
6403,7493.4
6404,4995.6
6405,4995.6
6406,27475.8
6407,4995.6
6408,27475.8
6409,12489
6410,12489
6411,12489
6412,19982.4
6413,22480.2
6414,7493.4
6415,19982.4
6416,7493.4
6417,7493.4
6418,17484.6
6419,0
6420,12489
6421,22480.2
6422,2497.8
6423,12489
6424,17484.6
6425,22480.2
6426,14986.8
6427,14986.8
6428,4995.6
6429,17484.6
6430,14986.8
6431,17484.6
6432,12489
6433,12489
6434,17484.6
6435,19982.4
6436,9991.2
6437,9991.2
6438,19982.4
6439,4995.6
6440,9991.2
6441,14986.8
6442,9991.2
6443,0
6444,9991.2
6445,17484.6
6446,17484.6
6447,14986.8
6448,37467
6449,12489
6450,19982.4
6451,24978
6452,4995.6
6453,24978
6454,19982.4
6455,4995.6
6456,12489
6457,4995.6
6458,2497.8
6459,12489
6460,12489
6461,7493.4
6462,12489
6463,29973.6
6464,14986.8
6465,2497.8
6466,24978
6467,17484.6
6468,9991.2
6469,4995.6
6470,14986.8
6471,12489
6472,12489
6473,2497.8
6474,34969.2
6475,9991.2
6476,19982.4
6477,27475.8
6478,22480.2
6479,9991.2
6480,7493.4
6481,7493.4
6482,12489
6483,17484.6
6484,14986.8
6485,7493.4
6486,9991.2
6487,9991.2
6488,9991.2
6489,12489
6490,12489
6491,9991.2
6492,2497.8
6493,7493.4
6494,7493.4
6495,4995.6
6496,7493.4
6497,4995.6
6498,17484.6
6499,7493.4
6500,19982.4
6501,4995.6
6502,14986.8
6503,27475.8
6504,12489
6505,17484.6
6506,4995.6
6507,2497.8
6508,4995.6
6509,27475.8
6510,0
6511,14986.8
6512,9991.2
6513,0
6514,9991.2
6515,0
6516,4995.6
6517,12489
6518,14986.8
6519,2497.8
6520,9991.2
6521,19982.4
6522,14986.8
6523,4995.6
6524,7493.4
6525,7493.4
6526,7493.4
6527,4995.6
6528,4995.6
6529,14986.8
6530,14986.8
6531,12489
6532,0
6533,29973.6
6534,2497.8
6535,12489
6536,0
6537,17484.6
6538,19982.4
6539,24978
6540,7493.4
6541,17484.6
6542,17484.6
6543,19982.4
6544,7493.4
6545,19982.4
6546,4995.6
6547,0
6548,17484.6
6549,4995.6
6550,0
6551,12489
6552,2497.8
6553,22480.2
6554,7493.4
6555,9991.2
6556,9991.2
6557,12489
6558,7493.4
6559,14986.8
6560,9991.2
6561,24978
6562,4995.6
6563,4995.6
6564,27475.8
6565,22480.2
6566,4995.6
6567,7493.4
6568,17484.6
6569,7493.4
6570,2497.8
6571,9991.2
6572,7493.4
6573,19982.4
6574,7493.4
6575,12489
6576,4995.6
6577,7493.4
6578,7493.4
6579,9991.2
6580,14986.8
6581,4995.6
6582,27475.8
6583,4995.6
6584,4995.6
6585,9991.2
6586,12489
6587,7493.4
6588,4995.6
6589,9991.2
6590,2497.8
6591,17484.6
6592,17484.6
6593,9991.2
6594,9991.2
6595,9991.2
6596,17484.6
6597,19982.4
6598,12489
6599,12489
6600,2497.8
6601,17484.6
6602,9991.2
6603,9991.2
6604,19982.4
6605,12489
6606,19982.4
6607,2497.8
6608,22480.2
6609,7493.4
6610,19982.4
6611,14986.8
6612,2497.8
6613,4995.6
6614,9991.2
6615,14986.8
6616,12489
6617,59947.2
6618,27475.8
6619,4995.6
6620,9991.2
6621,17484.6
6622,14986.8
6623,9991.2
6624,19982.4
6625,4995.6
6626,12489
6627,14986.8
6628,14986.8
6629,19982.4
6630,9991.2
6631,7493.4
6632,12489
6633,7493.4
6634,2497.8
6635,12489
6636,14986.8
6637,7493.4
6638,7493.4
6639,24978
6640,2497.8
6641,9991.2
6642,12489
6643,9991.2
6644,12489
6645,4995.6
6646,0
6647,4995.6
6648,19982.4
6649,19982.4
6650,12489
6651,37467
6652,24978
6653,4995.6
6654,2497.8
6655,22480.2
6656,14986.8
6657,12489
6658,24978
6659,17484.6
6660,9991.2
6661,22480.2
6662,14986.8
6663,12489
6664,7493.4
6665,12489
6666,14986.8
6667,14986.8
6668,17484.6
6669,19982.4
6670,0
6671,27475.8
6672,14986.8
6673,37467
6674,24978
6675,14986.8
6676,4995.6
6677,7493.4
6678,29973.6
6679,24978
6680,7493.4
6681,7493.4
6682,27475.8
6683,7493.4
6684,2497.8
6685,4995.6
6686,2497.8
6687,2497.8
6688,7493.4
6689,14986.8
6690,14986.8
6691,7493.4
6692,39964.8
6693,2497.8
6694,12489
6695,2497.8
6696,17484.6
6697,9991.2
6698,7493.4
6699,27475.8
6700,29973.6
6701,4995.6
6702,32471.4
6703,4995.6
6704,17484.6
6705,9991.2
6706,7493.4
6707,0
6708,19982.4
6709,27475.8
6710,14986.8
6711,9991.2
6712,12489
6713,12489
6714,7493.4
6715,14986.8
6716,22480.2
6717,7493.4
6718,4995.6
6719,0
6720,19982.4
6721,12489
6722,4995.6
6723,2497.8
6724,12489
6725,4995.6
6726,4995.6
6727,12489
6728,9991.2
6729,4995.6
6730,14986.8
6731,24978
6732,14986.8
6733,9991.2
6734,12489
6735,4995.6
6736,9991.2
6737,9991.2
6738,9991.2
6739,7493.4
6740,2497.8
6741,2497.8
6742,17484.6
6743,7493.4
6744,17484.6
6745,14986.8
6746,2497.8
6747,2497.8
6748,4995.6
6749,4995.6
6750,14986.8
6751,22480.2
6752,9991.2
6753,22480.2
6754,9991.2
6755,9991.2
6756,9991.2
6757,7493.4
6758,7493.4
6759,2497.8
6760,0
6761,9991.2
6762,4995.6
6763,9991.2
6764,14986.8
6765,17484.6
6766,19982.4
6767,7493.4
6768,12489
6769,7493.4
6770,2497.8
6771,9991.2
6772,7493.4
6773,9991.2
6774,4995.6
6775,17484.6
6776,32471.4
6777,32471.4
6778,4995.6
6779,17484.6
6780,2497.8
6781,2497.8
6782,4995.6
6783,19982.4
6784,9991.2
6785,7493.4
6786,2497.8
6787,9991.2
6788,27475.8
6789,29973.6
6790,0
6791,24978
6792,17484.6
6793,9991.2
6794,27475.8
6795,2497.8
6796,12489
6797,0
6798,17484.6
6799,12489
6800,4995.6
6801,2497.8
6802,7493.4
6803,7493.4
6804,4995.6
6805,9991.2
6806,24978
6807,14986.8
6808,12489
6809,4995.6
6810,0
6811,12489
6812,14986.8
6813,12489
6814,2497.8
6815,4995.6
6816,12489
6817,7493.4
6818,22480.2
6819,9991.2
6820,24978
6821,2497.8
6822,9991.2
6823,12489
6824,27475.8
6825,2497.8
6826,4995.6
6827,19982.4
6828,22480.2
6829,19982.4
6830,4995.6
6831,9991.2
6832,22480.2
6833,12489
6834,14986.8
6835,12489
6836,7493.4
6837,9991.2
6838,7493.4
6839,12489
6840,17484.6
6841,2497.8
6842,22480.2
6843,12489
6844,22480.2
6845,4995.6
6846,24978
6847,9991.2
6848,14986.8
6849,9991.2
6850,19982.4
6851,9991.2
6852,12489
6853,14986.8
6854,9991.2
6855,7493.4
6856,19982.4
6857,19982.4
6858,9991.2
6859,7493.4
6860,4995.6
6861,9991.2
6862,2497.8
6863,14986.8
6864,42462.6
6865,12489
6866,4995.6
6867,4995.6
6868,4995.6
6869,9991.2
6870,12489
6871,12489
6872,7493.4
6873,0
6874,2497.8
6875,7493.4
6876,7493.4
6877,7493.4
6878,19982.4
6879,9991.2
6880,17484.6
6881,17484.6
6882,14986.8
6883,27475.8
6884,4995.6
6885,37467
6886,7493.4
6887,7493.4
6888,9991.2
6889,12489
6890,9991.2
6891,4995.6
6892,9991.2
6893,14986.8
6894,22480.2
6895,4995.6
6896,22480.2
6897,7493.4
6898,22480.2
6899,4995.6
6900,7493.4
6901,7493.4
6902,24978
6903,29973.6
6904,0
6905,14986.8
6906,2497.8
6907,2497.8
6908,4995.6
6909,24978
6910,9991.2
6911,32471.4
6912,19982.4
6913,7493.4
6914,22480.2
6915,9991.2
6916,4995.6
6917,32471.4
6918,22480.2
6919,22480.2
6920,2497.8
6921,12489
6922,7493.4
6923,12489
6924,9991.2
6925,9991.2
6926,4995.6
6927,12489
6928,22480.2
6929,19982.4
6930,17484.6
6931,9991.2
6932,7493.4
6933,7493.4
6934,4995.6
6935,4995.6
6936,19982.4
6937,4995.6
6938,4995.6
6939,17484.6
6940,14986.8
6941,29973.6
6942,2497.8
6943,24978
6944,9991.2
6945,39964.8
6946,4995.6
6947,9991.2
6948,9991.2
6949,9991.2
6950,14986.8
6951,2497.8
6952,4995.6
6953,12489
6954,4995.6
6955,9991.2
6956,12489
6957,12489
6958,4995.6
6959,9991.2
6960,2497.8
6961,29973.6
6962,9991.2
6963,9991.2
6964,22480.2
6965,17484.6
6966,7493.4
6967,4995.6
6968,2497.8
6969,22480.2
6970,29973.6
6971,14986.8
6972,17484.6
6973,14986.8
6974,12489
6975,32471.4
6976,22480.2
6977,14986.8
6978,22480.2
6979,27475.8
6980,4995.6
6981,27475.8
6982,12489
6983,17484.6
6984,17484.6
6985,9991.2
6986,17484.6
6987,9991.2
6988,4995.6
6989,7493.4
6990,2497.8
6991,14986.8
6992,17484.6
6993,14986.8
6994,9991.2
6995,7493.4
6996,7493.4
6997,14986.8
6998,14986.8
6999,7493.4
7000,14986.8
7001,12489
7002,7493.4
7003,22480.2
7004,22480.2
7005,2497.8
7006,14986.8
7007,12489
7008,14986.8
7009,24978
7010,0
7011,22480.2
7012,7493.4
7013,12489
7014,4995.6
7015,4995.6
7016,7493.4
7017,19982.4
7018,12489
7019,14986.8
7020,7493.4
7021,2497.8
7022,27475.8
7023,7493.4
7024,19982.4
7025,9991.2
7026,4995.6
7027,12489
7028,19982.4
7029,27475.8
7030,19982.4
7031,9991.2
7032,29973.6
7033,17484.6
7034,7493.4
7035,7493.4
7036,14986.8
7037,27475.8
7038,14986.8
7039,9991.2
7040,12489
7041,14986.8
7042,9991.2
7043,22480.2
7044,12489
7045,17484.6
7046,14986.8
7047,7493.4
7048,17484.6
7049,12489
7050,4995.6
7051,9991.2
7052,4995.6
7053,4995.6
7054,29973.6
7055,9991.2
7056,19982.4
7057,24978
7058,7493.4
7059,12489
7060,17484.6
7061,12489
7062,7493.4
7063,2497.8
7064,2497.8
7065,14986.8
7066,4995.6
7067,17484.6
7068,4995.6
7069,22480.2
7070,22480.2
7071,4995.6
7072,4995.6
7073,9991.2
7074,12489
7075,17484.6
7076,14986.8
7077,7493.4
7078,4995.6
7079,4995.6
7080,12489
7081,9991.2
7082,17484.6
7083,9991.2
7084,7493.4
7085,14986.8
7086,4995.6
7087,9991.2
7088,14986.8
7089,0
7090,12489
7091,2497.8
7092,9991.2
7093,2497.8
7094,17484.6
7095,19982.4
7096,9991.2
7097,2497.8
7098,2497.8
7099,0
7100,7493.4
7101,14986.8
7102,2497.8
7103,27475.8
7104,12489
7105,12489
7106,19982.4
7107,12489
7108,12489
7109,27475.8
7110,14986.8
7111,12489
7112,2497.8
7113,17484.6
7114,7493.4
7115,2497.8
7116,7493.4
7117,9991.2
7118,7493.4
7119,0
7120,0
7121,17484.6
7122,12489
7123,7493.4
7124,24978
7125,14986.8
7126,14986.8
7127,12489
7128,14986.8
7129,19982.4
7130,2497.8
7131,4995.6
7132,19982.4
7133,17484.6
7134,7493.4
7135,14986.8
7136,7493.4
7137,7493.4
7138,7493.4
7139,0
7140,4995.6
7141,4995.6
7142,2497.8
7143,17484.6
7144,2497.8
7145,9991.2
7146,19982.4
7147,2497.8
7148,7493.4
7149,27475.8
7150,17484.6
7151,22480.2
7152,4995.6
7153,4995.6
7154,19982.4
7155,4995.6
7156,0
7157,9991.2
7158,7493.4
7159,14986.8
7160,14986.8
7161,14986.8
7162,17484.6
7163,9991.2
7164,7493.4
7165,12489
7166,7493.4
7167,4995.6
7168,2497.8
7169,9991.2
7170,19982.4
7171,14986.8
7172,7493.4
7173,14986.8
7174,17484.6
7175,9991.2
7176,2497.8
7177,12489
7178,27475.8
7179,9991.2
7180,2497.8
7181,9991.2
7182,24978
7183,27475.8
7184,4995.6
7185,0
7186,12489
7187,12489
7188,9991.2
7189,0
7190,9991.2
7191,14986.8
7192,9991.2
7193,9991.2
7194,4995.6
7195,17484.6
7196,9991.2
7197,19982.4
7198,2497.8
7199,14986.8
7200,12489
7201,14986.8
7202,9991.2
7203,14986.8
7204,12489
7205,12489
7206,7493.4
7207,24978
7208,9991.2
7209,12489
7210,4995.6
7211,12489
7212,32471.4
7213,19982.4
7214,4995.6
7215,9991.2
7216,14986.8
7217,9991.2
7218,7493.4
7219,22480.2
7220,19982.4
7221,9991.2
7222,12489
7223,12489
7224,19982.4
7225,2497.8
7226,7493.4
7227,7493.4
7228,22480.2
7229,22480.2
7230,24978
7231,9991.2
7232,14986.8
7233,24978
7234,9991.2
7235,2497.8
7236,2497.8
7237,2497.8
7238,14986.8
7239,19982.4
7240,7493.4
7241,7493.4
7242,22480.2
7243,4995.6
7244,4995.6
7245,12489
7246,12489
7247,4995.6
7248,9991.2
7249,7493.4
7250,0
7251,2497.8
7252,4995.6
7253,0
7254,17484.6
7255,4995.6
7256,19982.4
7257,7493.4
7258,17484.6
7259,22480.2
7260,12489
7261,12489
7262,7493.4
7263,7493.4
7264,19982.4
7265,12489
7266,12489
7267,4995.6
7268,4995.6
7269,7493.4
7270,9991.2
7271,14986.8
7272,2497.8
7273,0
7274,19982.4
7275,9991.2
7276,2497.8
7277,19982.4
7278,7493.4
7279,27475.8
7280,24978
7281,14986.8
7282,7493.4
7283,12489
7284,7493.4
7285,17484.6
7286,9991.2
7287,9991.2
7288,4995.6
7289,7493.4
7290,14986.8
7291,12489
7292,4995.6
7293,4995.6
7294,9991.2
7295,2497.8
7296,9991.2
7297,4995.6
7298,9991.2
7299,7493.4
7300,17484.6
7301,7493.4
7302,22480.2
7303,17484.6
7304,2497.8
7305,24978
7306,9991.2
7307,9991.2
7308,9991.2
7309,27475.8
7310,9991.2
7311,2497.8
7312,0
7313,12489
7314,12489
7315,7493.4
7316,17484.6
7317,19982.4
7318,17484.6
7319,22480.2
7320,14986.8
7321,12489
7322,14986.8
7323,22480.2
7324,9991.2
7325,9991.2
7326,4995.6
7327,9991.2
7328,7493.4
7329,7493.4
7330,4995.6
7331,9991.2
7332,14986.8
7333,2497.8
7334,19982.4
7335,12489
7336,17484.6
7337,4995.6
7338,19982.4
7339,9991.2
7340,12489
7341,12489
7342,0
7343,4995.6
7344,4995.6
7345,14986.8
7346,9991.2
7347,4995.6
7348,7493.4
7349,37467
7350,7493.4
7351,14986.8
7352,14986.8
7353,14986.8
7354,9991.2
7355,4995.6
7356,2497.8
7357,7493.4
7358,2497.8
7359,7493.4
7360,9991.2
7361,17484.6
7362,12489
7363,12489
7364,34969.2
7365,12489
7366,4995.6
7367,7493.4
7368,19982.4
7369,14986.8
7370,9991.2
7371,27475.8
7372,4995.6
7373,4995.6
7374,4995.6
7375,37467
7376,4995.6
7377,14986.8
7378,9991.2
7379,9991.2
7380,4995.6
7381,4995.6
7382,4995.6
7383,19982.4
7384,22480.2
7385,4995.6
7386,14986.8
7387,2497.8
7388,22480.2
7389,4995.6
7390,4995.6
7391,32471.4
7392,7493.4
7393,4995.6
7394,4995.6
7395,12489
7396,14986.8
7397,9991.2
7398,7493.4
7399,9991.2
7400,9991.2
7401,12489
7402,2497.8
7403,9991.2
7404,7493.4
7405,17484.6
7406,7493.4
7407,19982.4
7408,7493.4
7409,2497.8
7410,19982.4
7411,14986.8
7412,0
7413,19982.4
7414,19982.4
7415,22480.2
7416,7493.4
7417,9991.2
7418,14986.8
7419,12489
7420,12489
7421,7493.4
7422,0
7423,4995.6
7424,14986.8
7425,29973.6
7426,12489
7427,9991.2
7428,12489
7429,19982.4
7430,2497.8
7431,17484.6
7432,14986.8
7433,12489
7434,24978
7435,17484.6
7436,17484.6
7437,27475.8
7438,4995.6
7439,12489
7440,7493.4
7441,9991.2
7442,9991.2
7443,14986.8
7444,7493.4
7445,9991.2
7446,14986.8
7447,14986.8
7448,2497.8
7449,12489
7450,2497.8
7451,12489
7452,2497.8
7453,9991.2
7454,0
7455,24978
7456,12489
7457,4995.6
7458,17484.6
7459,19982.4
7460,7493.4
7461,9991.2
7462,4995.6
7463,19982.4
7464,12489
7465,17484.6
7466,2497.8
7467,9991.2
7468,24978
7469,7493.4
7470,34969.2
7471,14986.8
7472,14986.8
7473,2497.8
7474,17484.6
7475,12489
7476,9991.2
7477,17484.6
7478,17484.6
7479,19982.4
7480,7493.4
7481,7493.4
7482,7493.4
7483,9991.2
7484,32471.4
7485,14986.8
7486,9991.2
7487,12489
7488,12489
7489,4995.6
7490,12489
7491,24978
7492,2497.8
7493,17484.6
7494,12489
7495,12489
7496,9991.2
7497,9991.2
7498,7493.4
7499,22480.2
7500,9991.2
7501,27475.8
7502,12489
7503,27475.8
7504,34969.2
7505,37467
7506,17484.6
7507,12489
7508,27475.8
7509,12489
7510,4995.6
7511,2497.8
7512,14986.8
7513,14986.8
7514,12489
7515,17484.6
7516,4995.6
7517,7493.4
7518,14986.8
7519,7493.4
7520,9991.2
7521,19982.4
7522,14986.8
7523,14986.8
7524,22480.2
7525,9991.2
7526,0
7527,17484.6
7528,9991.2
7529,19982.4
7530,4995.6
7531,17484.6
7532,2497.8
7533,4995.6
7534,27475.8
7535,14986.8
7536,14986.8
7537,17484.6
7538,12489
7539,9991.2
7540,9991.2
7541,2497.8
7542,29973.6
7543,17484.6
7544,7493.4
7545,27475.8
7546,9991.2
7547,4995.6
7548,14986.8
7549,4995.6
7550,9991.2
7551,17484.6
7552,7493.4
7553,4995.6
7554,7493.4
7555,4995.6
